007Haarp	Hayweird, Ca.
northyorkblonde	Toronto, Ontario🇨🇦
noscriptshow	WhatsApp: +27 (0) 71 308 9802
nosmokerider	済生会滋賀県病院＋大阪府
nossa_bossa	Kochi 
not2daymfz	Buckle Of The Lynch Belt, OK
notQorami	lightyears ahead of you
not_p_harris	on the sofa
notbern	Slightly west of Hackensack
notbohay	DI TEMPAT.
notdecraw	Into The Mystic
notgarfmaoist	Swimming among the masses
notgoingpro	Greater Chicagoland, IL
notsemangka	Ini teh PA
notti_power	そう、その辺
noturbine	Recently moved from Union Beac
novablue18	Northern, CA for now
novaculus	Flyover Country
novasaulia	CGK-BPN-BDO
novtnerico	この世♨
noyournot	in my mine
nprworld	Around the world
nramalia2	awesome land
nramnna_	arïf's mind
nrftya	budu ❤
nrfzxhxzmnn	Malaysia , Melacca Town
nrmyzurh	𝒶𝒾𝓏𝒶𝓉
nrulfz	Dimana Ya?
nryzhii	某国立大学工学部電電B2
nsfvvante	homophobic go away
nskanth	Hanuman Junction
nsyoongihjtj	Hobi's Dimples
ntegekapaul	| kampala,uganda|
ntisec	Van Galenbuurt, Amsterdam
nttp14	กรุงเทพมหานคร, ประเทศไทย
ntuzzakiah	Jakarta - Serang, Indonesia
nuamyoton	เขตซึลรีน
numberrfirst	IG : numberrfirst
nunuhalida	Kendari-Makassar
nununufufu	HSU学生寮、ルルイエ、S.O.N.G.
nuradrianaain	Diploma In Culinary Art
nuralinlin	日本の田舎
nurhazqah	🇲🇾
nurin_ramli	Sungai Buloh - Damansara
nurlismeuko	ÜT: -6.239586,106.831344
nursyhaa134	Ching♥
nurulathirahh	JB / Malaysia
nurulhnfh	Jakarta Capital Region, Indone
nurulnish	chocolova
nutty2138	 A cup of tea is ⓄⒽⓈⒺⒽⓊⓃ,
nvdbhatti	Bahawal Pur, Punjab, Pakistan
nvk	🇨🇦
nvonacionalista	“Non nobis Domine non nobis sed Nomini Tuo da gloriam”
nxawe_jnr	♐♐ Ncuma Uzoyazi ♐♐
nxsr06	Amphoe Mueang Phuket, Phuket P
nyaa241556	惑星ゾラという名の地球
nyambu__	Tunt Manor
nyanko_1010	オフトゥン
nygjgfdjifnkf	道産子第5世代目❤
nykr59	NorthLand, the Left Coast
nyonyobesar	an english enthusiast.
nyquildotorg	N 45°38' 0'' / W 122°38' 0''
nytimesworld	New York, London, Hong Kong
nytopinion	NYC, London, Paris, Hong Kong
nzraars	Bts’s heart
o0ned	Milky Way, Virgo Supercluster
oGAMEMANIAo	おふとんのなか
oX2o_oX7e	Elsweyr
oakenhorse	Totton, southampton, Hampshire
oan_max_ik	APATRIA - Utopia 666
oarjonar	Entre la real y la ficticia
obiekt219	M256 120mm戦車砲の薬室の中
obisikebuchi	Depends on ego in the aza
oceaniccap	tyorke@oceaniccap.com
oceantycoon	Paleto Bay
ocharomark	Nairobi, Kenya  🇰🇪
octi	島根 奥出雲町
octobertxn	➴ ⋯ 맠른! nong minhyung⌇ 🎀
ocworkbench	USA, UK, Singapore, Japan
odii_kelechi	Portharcourt
odinpodcast	Father of The Gods
oebay_	Medan Area, Indonesia
ofbyforbook	The Politics of Technology Download
official_tapas	Mathurapur, Malda
officialthiddi	🇦🇹🇹🇭
ofltereshchenko	✈️🇪🇺🇺🇦🇬🇷🇺🇸
oga_oga_oga_n	Tebrikler Tokyo 2020
ogaz100	香川 高松市
ogoatueyi	Ba sing se
oh3kqd	Perspektiivet, Heinola
oh_oo_za	Phitsanulok,Thailand 65000
ohimani	London, Zurich, New York
oitamaIoT	山形県置賜地方
okrable	Orion Arm, Milky Way
oktipz	in your eyesight
okunato	Lagos, Abuja
ola66722600	Ajah lekki
olamideyelo	ng.linkedin.com/in/olamideyelo
olatunji080021	北京, 中华人民共和国
oldmanluvsmineo	Common Sense Republican #MAGA
oldnormanbates	Seattle,WA (U-District) CN87uq
olefyunie	Kuala Nerus, Terengganu
oleg_zh	Deep Wild West
olehwaktu	Banten, Indonésie 🇮🇩
olex_scherba	Kyiv - Vienna
olgalorenzo	ÜT: 10.481382,-66.860755
oliver_schafeld	Reken | Köln (DE)
oliviasjunebug	No Mans Land 🕵️‍♀️
oluwa_fellz	Kyrpton
olyherrera	ÜT: 10.226102,-68.005189
omaar_sir	The great nation of Gorakhpur
omaerrr20	المدينه المنورة
omar_rm23	Boca del Río, Veracruz de Igna
omaraslam211	Getting close
ombeni2014	United arabs emirates Dubai
omega_nik	Reading Andrew Yang’s Twitter
omjhyn	Pineapp-olis
omkar_abhilash	Baleshwar,Odisha, -New Delhi
omnioblivious	Great NW
omo_gabriel	Booting . . . .
omorosaushi	日出る国
omsubbb	Wherever i want.
on_caramelz	บ้านป๋ากับแม่. •﹏•
onana_99	Vmin’s paradise
oncecaratstay	Caratland
oneMashable	The Internet
one_sapien	A Log Cabin In The Woods
onefournov	M鹿M💛
onelovedeano	LA/NYC
onemellowidiot	Here, there, everywhere
onenewsph	Mandaluyong City, National Cap
oneokrvck	italy ITA/ENG
onesub_	Tracking UK  🇬🇧 & US  🇺🇸 News
onetank	deepest darkest somerset.
onevoice_1	Planet Earth
ongkra	KADI's land
ongyoseinet	東京 台東区
onigajokakonoyu	霧島、六本木、八幡平
onlymoonotmin	in relationship with food
onmitsu_runout	長野県がメイン
onorikae	Tokyo, Hong Kong or Shanghai
onyans	Padang | Indonesia
oo0Sn3rp0oo	Your Subnet
oochan2017	岡山の山の中
oohyanim	standforSMartist
ooki_87	Dokter Bedah tumor
oooogeiD	127.0.0.1
oopseedaisy123	SK 🇨🇦🇨🇦🇨🇦
ooqaarx	Sleeping with the fishes
ootaku_watch	ゆるキャラの名前は「らとちゃん」です@島根県大田市
opalessense	Artist Galerie Paul Janssen
opalybyun6592	บนเตียงชานแบค
openexchange	Cologne / Olpe / Nuremberg / Hamburg / Bremen / Dortmund / Den Haag / Espoo / Paris / Madrid / Turin / Tokyo / Palo Alto
operezj	ÜT: 11.133375,-63.854488
opinionatedjayh	Fortress of Solitude, Canada
opor_prisana	13.848457,100.632047
oprosper	TimeSpace
optimuspitchh_	Chitralada Techno Institute
oqexu	Dail Bho Dheas, Scotland
ora_green	長野 松本市 神林5300
oraora1966	宮城県仙台市←北海道旭川市
oratilekgwale1	Republic Of Dijo👨🏽‍🍳
orconectes	iphone:41.254423,76.921065
orelexfinancial	13045, 13F, Horizon International Tower,, No. 7, ZhiChun Road, HaiDian District,, Beijing, China, 100088
orenjipark	between reality & dreams
oreongvrl	hatimu kiw
orion7710	orion star constellation
orsoraggiante	בנגלור, קרנטקה
osamou	zabadak喫煙部員
osamu_takeuchi	茨城県つくば市
oscargutiez	World wild web.
oscarmh	oscar.maqueda@protonmail.ch
oscarsurdechile	Puerto Varas, Cochamo,chile
osceciliam	Localhost - 127.0.0.1 - ::1
osevillano	Buenos Aires, Argentina 🇻🇪
osirisryd	Forgotten land
osiszool	All for Baekhyun
osleoadiario	Capitalismo Mágico
osma	Mostly Helsinki, Finland
osman_taufeeq	Doha/Hyderabad/Mumbai
osuisui	ブルースのある世界
oswaldojunior	Brazil?
oswxhsw	𝗌𝗐 𝗌𝗒 𝗐𝗌 𝗐𝖾𝗂 𝗉𝗎𝖺!
ot2sy39	江戸川区のどちらかといえば南のほう
ot_inc	Japan,Ibaraki,Tuchiura
othryeonsshi	punyaku
otokanaaria	東京近郊区間
oton_vp_gifu	九州⇔関西⇔北陸⇔中部⇔関東
otonieru	KL,JKT, HVN
ototori	神奈川県川崎市
ottykev	Kenya,Africa,Earth
oualumnus	東京 中央区
oubun_ts	神に捨てられた下界
ougomandela	Shamba la Mawe
ouooHhrhoYGiOTM	中国人🇨🇳
outcast45s	not where I want to be.
outtaonline	Nairobi, Kenya a city near you
overall5150	area51
ovisriz	Your mind
owodeone	Astral Plane
oyageng	東京砂漠
oyiboediri	Universal | oyedirance@gmail.com
oyonamine	沖縄県那覇市
ozawajun	スィートトランシルヴァニア
ozbekbaris	!stanbul
ozeyan99	青森県青森市
oznokakashi	東京都は練馬区
pBouDib	From 🇱🇧 to the 🌟and beyond
p_gmma	High Desert Dweller
p_malewayfreak	7152 Lanyon Drive  Dallas, Tex
paaccmann	The Netherlands XXX
paanhanztech	Wilayah Persekutuan Kuala Lump
pablo_sv96	Zamora, Reino de León
pablogreg	Distrito FederalMX,
pacoleyve	Tabarnia
padawan725	Putrajaya - Petaling Jaya
paddycosgrave	Dublin | Lisbon | Toronto | Hong Kong | San Francisco
pado3	滋賀県南部
pageimporter	London - New York - Peking
pagingdrswanson	Ohio 216,330,440
paintbynotes	North Cackalackey, USA
pak9	Twitterjaya™
pakpeaks_d	ตรงนี้กับไอค่อน
paktho2173	เราสร้างดวง อย่าให้ดวงสร้างเรา
palebrown	武蔵野台地の上, Japan:日本
palfonsov	Guatemala el Mundo Verde®
pallarsibruce	República Catalana
palmmypmy	찬종 / CHANKAI
palpatine42	Paris ou presque
pami3y_evilcode	UNITED AS ONE . DIVIDED BY ZERO
pammmmmmmmmm_mt	อ.เมืองนครราชสีมา, จ.นครราชสีม
pamnsc	None of your business
pandaeyooo	ur hearteuu
pang9639	ราชบุรี, ประเทศไทย
panicselling	Down the road
panjaitanrony	Bekasi Municipality
pannytnc	⛓⛓⛓⛓X1⛓⛓⛓⛓⛓
panther_modern	Threatbutt City
pao_pao0329	約束の地に行きたい。
paparacchi	東京都文京区
papaschase	 Coast  Salish Territories
papawu1	Wherever I may roam....
papepon	ついったー
papoya100	39.474712,-0.342543 valencia
papperjer	near Burnstown ON Canada
papurri_pop	País de Nunca Jamas
paradise919400	ORYGUN
paramilipic	大阪北部
paranoid__crazy	Shadow🕷
parasihp	110516 ♡ Mark's heart
paratuspeople	Bristol, Amsterdam, Munich
pari0275	Dahisar East, Mumbai
parisi_casey	oceans and seas, bays and sounds
parkwuaorie	แถวเมียพี่กี
parnoora	A:\
parrotgeek1	Cal Poly SLO (CA, USA)
pasupatidasi	far from oblivion
patehtabah	Sweet ٢٠
patmanz28	Same place as superman
patriciacherrie	Vila Menk, Osasco
patriciakova	London, UK/Florida, USA
patrithsss33	sucursal del cielo
pattsammm	kriswu//EXO12
pattycakes324xo	So. Cal 🌴💛
paul_lcq	Impel Down
paul_makanji	Kenya_East Africa
paularitchie3	e-burg wa
paulbeatty653	in Your hand God💝
pauldraszen	la 13eme colonie
paulmoment	Neverwhere
paulstpancras	51.53103,-0.131837
pavalenzg	Barrio 10 de julio - Santiago
pawitraharnsa	Amphoe Hang Dong, Changwat Chi
pbrody	San Francisco (Mostly)
pcperini	DC → PGH → SF
pcproblems_nj	50 Main St., Madison, NJ 07940
pd__pg6	鳥取県鳥取市千代水３丁目１１９
pdevinsky1	DC now-out of NY. Go Brooklyn
peachhyun__	wherever
peachoko	BKK --- KORAT
peachongiie	❤ ; @thisisdaniel_k
peathanakit	Ubon Ratchathani Province, Tha
peckinpah_s	Elysian Fields, Elysium
pedophile_orgy	https://www.youtube.com/watch?v=U0kNwvZm_9Q
pedrocarvalhoTW	Madrid / Valladolid 🇪🇸
pedrochagui1512	En el Himalaya
pedrogarmendia4	naguanagua Edo Carabobo
pedromedinar	En el Mejor País del Mundo
pedrovalderrama	(evalderr2mama02@gmail.com)
pedroxp__12	Badajoz - Salamanca - Pekín
peduli___	Wonosalam, Jombang, Jawa Timur
peektastic_hq	world wide web
pelcar1960	ÜT: 8.113223,-63.540627
pelxxs	In a Galaxy far far away
pengegallery	www.thestandard.co
penguins1217	Coloardo
penguintota	Al Ahmady City, Kuwait
penndragonArt	Las Vegas/Los Angeles
penpal_pfm	惑星ウンモ
penta_0916	たぶん　にほん
pentylsapi	🌇
peonchix	: SHINee/WINNER/B1A4/CRUSH
pepe_el_hefe	The Greatest County on Earth
pepedom	Malaga / Trebujena
peperised	Gundabad
peppercat28	Serenity Valley
peppuhroni	unimportant
percetion	NYC/L.A
percyacunha	Lima, Perú: Musho, Ancash
perfexcellent	Wakanda | Nanda Parbat
perilousroad	It's complicated
peroniki	Terra Incognita
pervaludens	京都に遊びに行くなら午前中に東福寺と南禅寺に行くのがオススメ
pessimism	contact|a|ndarville.com
petedavo_world	Perth, Western Australia 🇦🇺,
peteginsd	San Diego / Palm Desert
petergan	ÜT: 3.143422,101.656703
petermarcelw1	122 Pardo de Tavera St. Davao
peternorman54	Western Australia — Queensland
peterodwyer1	Dublin via Limerick
petesweeneypro	Hong Kong/Shanghai/Beijing/DC
petitenebula	Mademoiselle Jennie, Kim.
pflion	51°31'39.0N 0°11'11.1W
phaesc4	เอาจริงกูก็ติ่งหมดแหละเวงเอ๊ย
pheezy	WHERE IS PORTLAND?
phi_schr	On top of the world! (Berlin)
philcampbell	Bulgaria, Estonia, Portugal, UK
philgould1917	Southern Katterstan
philip_cj	Miami Florida is
philipainajr1	Lekki scheme 2, Lagos
philiped	Greenfield, Mass.
philipuchiha	I-330's house
phillytechnews	Philly/ NC
philomilo	Orda burda
philos_meneldur	Olórë Mallë
phlisophy	Jakarta - Depok
phomnim	라면 러러🌻💛 | NCT Dream🌱💚
photog344	Land of Palm Trees USA
phouston1354	Deutschland.. Eire.. Ecosse
picaosgeo	日本 〒670-0083
pickledroncio	sóc alacantí.
pieknapgogda	u siebie
pieter_velghe	北京, 中华人民共和国
pietro_nurra	aerofan
pigreen1	the waveney valley, s. norfolk
piilmug	LOVE！さいたまけん
pilucazenon	México DF, Coyoacán
pin_pl99	จ.ชลบุรี, ประเทศไทย
pindah_ti	Jambi dan sekitarnya
pingroma	Hong Kong via Shanghai
pinhtr44	อ.เมืองอุดรธานี, จ.อุดรธานี
pinkftroses	Detrás de ti, abajo de tu cama
pinkri0305	ราชวังเอ้ดเอม
pinktulips_R	Pasig City, National Capital R
pinkunajam	🔮
pinocchioisz	The moon🌙
pins_yy	กรุงเทพมหานคร, ประเทศไทย
pintawohl	Bochum | Arnsberg
pinto_p	Āryāvarta
pirafrank	find / -type human -iname "fpira"
pitpony5695	Scholar Green, England
pixburghgrrl	Mooville
pixelcoblog	Iberoamérica
piyawat32284	อ.เมืองนครราชสีมา,จ.นครราชสีมา
pizad_sura	ชั้นล่าง
pjKingfisher	Moodys, Indian Territory, OK
pjchatfield	CALIFORNIA (CA VOTED 4 HILLARY!)
pk01lk	Jammu/Bengaluru, India
pkhinkle	Blue Dot island in redhot mess
pkliu12	유엔 빌리지
pkrapp	SoCal
pl_tesoro	http://www.auto-hermes-sxxi.ne
planetmoney	National Public Radio
plathelibrarian	TAMU Libr College Station TX
play_BI115	อ.อุบลรัตน์, จ.ขอนแก่น
playsxwink	MULTI-FANDOM
pleasuredata	Kyoto, Vancouver
pleshido_sp	Planet earth (south Africa)
pmg	Oakland, CA; Shenzhen, CN
pmheart6	New Orleans, and on the Road.
pnagency	At the Barricades
pnjarich	ÜT: 38.006902,-78.502005
poapoaposeidon	太陽系の原子爆弾が落ちたとこ
pobletetamargo	Alexandria VA - Miami FL
pochopi	三重→山口→大阪→東京→Bangkok
poirazis	Galactic Traveller
pokergod12345	The Blue Marble
pokrath	Wattana, Bangkok
pol_and_eco	s373
polarization12	antisymmetric world
politicalcrisp	Canadia
pollenworker	Here and Elsewhere
polyhound	東京都 目黒区など
polymathpuppet	USA🇺🇸 UK 🇬🇧 🇪🇺& World 🌍
pom527	18.789555,99.006764
pondbridge	London and New York
popoGUNDAMMk2	多元世界のどこか【墜落はごめんだ、いやマジで】
poppastring	Columbus, OH (via #England)
poppymoppet	🌍🌎🌏
poramatepi	Pattani Province, Thailand
porkpaknarak	ติดต่องานDM ,esq ❤ ,Manu rios
postagbstarjp	エカテリンブルク（ロシア）
potfield1979	福岡市発新宿区経由川崎市行き(ときどき町田市内)
poti_Season	はこうこすぃ
potiphera_fcpa	ÜT: 43.814711,-79.448653
potpourri72	Peaceful California ✌🏼
pound_salt	👉🏻🌎
power_on_up	4B 미혼 절대 안 받음 비연애=비혼
ppamnp	𝘽𝙚𝙨𝙞𝙙𝙚 𝙮𝙤𝙪
ppanm0001	Lisa In Your Area
pphai6	จ.สุราษฎร์ธานี, ประเทศไทย
ppinvest	www.ppinvest-blog.blogspot.de
ppl_powers	Human, Maldives
ppockyy1247	กรุงเทพมหานคร, ประเทศไทย
ppond92s	ไม่ว่าง ♡ กำลังเศร้า
pppnpcy	PCY•KL•DY ☁️🌈🥀
ppppaaaannnnaaa	ติดตามที่
ppppoppppoppppo	กรุงเทพมหานคร, ประเทศไทย
pppunyong	อ.บางบัวทอง, จ.นนทบุรี
ppscc_	หัวใจมินฮยอน♥️
ppxkrisw	EXO12
pr8sport	Breda, Rotterdam, soms Dubai
prachtigirl	to bless to be stress
pragadeeshpv	Thirukoilur
pragmaticempath	eKoneni, Sundibamba
prajnamu	Bandung-Jakarta, Indonesia
pranidhana	Starfleet academy
prasdiman	92,955,807 miles from Sun
prasetycio	Purwokerto-Indonesia-Nusantara
prashastiwp	Amongst
prawSkp	กรุงเทพมหานคร, ประเทศไทย
prdspraew	kk.TH—KKU55
premiercoro	In a van down by the river
pressenzapt	para todo o planeta
pretty_pauuu	God’s Heart
prettyhotsauce	Will you visit?
prfssr_	Manhattan, NY🗽
prince01adonis	Palma, Spain .CPT .Ibiza
princessclc	USA PROUD!
princessohee_	@princebombom
prinzeugen	Jayakarta - Ngayogyakarta
pritasarisinta	ÜT: 0.55939,123.07701
prithivkumar	ÜT: -33.792185,151.115606
pritigvrl_	tbh, idk n idc
priyoj	ÜT: 6.2208514,106.8208755
prmaballerina	NC State University CVM
prmprmss	กรุงเทพมหานคร, ประเทศไทย
prncsslzano	GES X CEB
prnoticias	C/ Aguas, 38, Las Rozas, Madrid
prodeano	¯\_(ツ)_/¯
professormikej	Planet Rock Arkansas
profmusgrave	Former theocracy of Mass.
projectMBO	anywhere and everywhere
prosperNconquer	Www.YBGApparel.com
prothero_james	Coast Salish territory
prxxim	กรุงเทพมหานคร, ประเทศไทย
ps62	Incredible India!
ps_Luc	(* ॑꒳ ॑*  )(*¯꒳¯*  )(ﾉ)*´꒳`*(ヾ
pspoole	OH, DC, EG
psybern0t	Joburgtonfieldville
psyche_psalmist	My comfort zone.
psycx_	marriedw/s.ryota ♡♯
ptiburon	🇲🇽
ptrancyber	On-Air/In the Cloud
pu_so2	静岡県伊豆市
publicityc	Miami, FL and New York, NY
puckroger	a suburb of St. Louis
pudding_info	ぽよカフェ
pulsarjune	T'puram/Cochin/Chennai/Vizag
puma41510	The Bay Area 41510
pumapxo	🙈
pungtunghey	ѕıиcе 1994
purengom	Gyeonggi Province, South Korea
purewatercassio	I'll search the universe
puromac	New York y Miami
purrfection2015	MN CD2
pusupa	💀
puterywahyuuu	syurga.com
putiyomi	第三環境
putmygamefaceon	somewhere in CA
putririzkha_	Pinggiran Cibubur
pvesterbacka	Heart of Eurasia
pvo78	42.987301,-78.854045
pvpg1	ああ、日本のどこか
pwncessha	bts_twt💜
pwnedlib	Postmodern digital hellscape
pygmalion_k	Wadi Rum, Aqaba 99999, Jordan
pyuxxxx	 อย่ามายุ่งกะกู!!!!!
pzerger	43.623508,-79.494019
q8Cartel	Kuwait _ Turin
qGEZJCGROmyI0sK	南西諸島潮間帯
qGEnELBgwMC9COF	อ.เมือง,จ.อุดรธานี
qasim_dar70	پنجاب, پاکستان
qatarnewsnet	Doha - Beirut
qauu__	no matter what 💚
qiakie	江戸・・・だと思っていたら都区部だけど江戸から外れてた・・・と思いきや、町奉行の支配下にはあった様子
qiediguo	中华淫民共和国
qieradeya3107	kelantanese
qingtianyuxia51	北京, 中华人民共和国
qinsuannarou	China，Beijing .中国，北京
qitalaiX	广州沙坪坝
qmm117	where ever
qmoIo	Vengo del año 2118
qooldad1978	On a giant ball, spinning.
qpatcha	จ.ชลบุรี, ประเทศไทย
qpine215	Minecraft
qrustypie	ke mana mana aja ada kamu
qsatoh	千葉市つぶや区
qsstechnosoft	USA | India
qstnjnnh	your mind
qu_fhh_inside	(*っ꒳`*)σ　　(´･ω･`(a(･-･*)
quasi_deep	32.284261, -64.831832
quatroestacion	神奈川県藤沢市
queercommunist	Occupied Massachusett land
queimeiminhakza	no momento
quelreixach	Tortellà, República Catalana
quentinmasson57	📍Reims, France
quidnonc	verging...
quietdragon51	Planet Earth
quincy_renner	Jupiter, the tattooed planet
quintanapaz	Valladolid-Salamanca, Spain
qys04261	中国山东
qzrLLlku9c8nSal	台北市, 台灣
r4vatar	https://keybase.io/hbastidas
r7yrb7	40.02917, 28.95167
r_rugamba	Philippians 2, 10-11 & 1 Corinthians 1,27-29 @ Isaiah 61, 1-2
r_soefiyandoro	Sisi lain saya
ra_Vinci_	Raftel
raaainx	ÜT: -6.332525,106.808062
rabiesan	Tierra. Hispanoeuropa. Madrid.
rabinesn	Bhaktapur, Changunarayan Muni
ractividades	Montevideo, Uruguay, UTC - 3
radar_kameradin	/dev/random
radical_michael	mcbo city, vzla
radicalabusive	under an alias.
radiocentroec	GYE. Carchi 702 y 9 d Octubre
radjewishbitch	Stolen Land Of The Duwamish
